geração,radius,energia,pontos,velocidade,percepcao,distance,meanDistance
36,0.085073,12.735594,67.000000,0.935841,0.739412,0.019383,0.019361
36,0.085152,16.609982,58.000000,0.943460,0.724171,0.014516,0.019361
36,0.084972,14.458166,53.000000,0.954109,0.730309,0.021199,0.019361
36,0.084603,12.703568,53.000000,0.940504,0.735518,0.013471,0.019361
36,0.085134,10.443735,52.000000,0.954111,0.720326,0.023056,0.019361
36,0.084862,8.756084,46.000000,0.935682,0.720786,0.011859,0.019361
36,0.083671,7.284376,39.000000,0.907305,0.718305,0.030802,0.019361
36,0.082869,12.988766,32.000000,0.931538,0.722450,0.012893,0.019361
36,0.083761,12.521692,29.000000,0.956924,0.713050,0.027071,0.019361
37,0.083945,25.747562,80.000000,0.936089,0.726799,0.000000,0.024899
37,0.086060,21.255943,73.000000,0.960172,0.731072,0.032493,0.024899
37,0.084197,15.675972,66.000000,0.940027,0.740385,0.017613,0.024899
37,0.086089,7.382235,56.000000,0.950983,0.752080,0.040986,0.024899
37,0.085747,13.505314,54.000000,0.943977,0.715451,0.024245,0.024899
37,0.084920,13.773636,52.000000,0.928758,0.722666,0.013245,0.024899
37,0.083059,7.956675,41.000000,0.925197,0.733783,0.016534,0.024899
37,0.085722,11.438686,31.000000,0.948940,0.743486,0.030264,0.024899
37,0.085555,7.702625,27.000000,0.930567,0.744673,0.028086,0.024899
37,0.084818,11.431293,20.000000,0.954523,0.724351,0.020624,0.024899
38,0.086241,17.975536,81.000000,0.942794,0.723947,0.000000,0.023546
38,0.083945,24.138197,68.000000,0.936089,0.726799,0.024183,0.023546
38,0.082899,24.245548,61.000000,0.928795,0.734960,0.038766,0.023546
38,0.084860,18.060617,59.000000,0.940336,0.735898,0.020497,0.023546
